CAT,SAC,SIC,Time,LAT,LON,H(m),H(ft),RHO,THETA,Mode3/A,FL,TA,TI,BP,RA,TTA,GS,TAR,TAS,HDG,IAS,MACH,BAR,IVV,TN,GS(kt),HDG.1,STAT,callsign,lat,lon,ALT_CORR,X,Y
CAT048,20,129,06:45:19:813,41.22770299,2.04890815,868.682289715856,2850.00760339137,5.015625,208.800659,1000.0,28.5,3964F1,TVF32PR,"1014,2",1.055,"-169,277",228.0,"0,125",228.0,-168.046875,213.0,0.34,2656.0,3008,493,228.14,190.6183,"No alert, no SPI, aircraft airbone",TVF32PR,41.22770299,2.04890815,2656.0,16.088718207993747,6.7548165808498455
CAT048,20,129,06:45:23:805,41.22358465,2.04784838,929.642860347405,3050.00948194218,5.257812,207.960205,1000.0,30.5,3964F1,TVF32PR,"1014,2",,,,,,-167.871094,213.0,0.34,2944.0,3232,493,229.46,191.0632,"No alert, no SPI, aircraft airbone",TVF32PR,41.22358465,2.04784838,2944.0,16.041887773149472,6.507434277576222
CAT048,20,129,06:45:27:789,41.21931346,2.04666465,990.60347815603,3250.01151527343,5.511719,207.202148,1000.0,32.5,3964F1,TVF32PR,"1014,2",,,,,,-167.871094,212.0,0.34,3136.0,3136,493,230.78,191.5027,"No alert, no SPI, aircraft airbone",TVF32PR,41.21931346,2.04666465,3136.0,15.989492156133826,6.250855587352516
CAT048,20,129,06:45:31:781,41.21517627,2.04555772,1051.56412060186,3450.01362943542,5.757812,206.515503,1000.0,34.5,3964F1,TVF32PR,"1014,2",,,,,,-168.222656,213.0,0.344,3296.0,3232,493,231.88,191.4532,"No alert, no SPI, aircraft airbone",TVF32PR,41.21517627,2.04555772,3296.0,15.940524439392213,6.002334500686923
CAT048,20,129,06:45:35:766,41.21093389,2.04440071,1120.14481455646,3675.01591338943,6.011719,205.878296,1000.0,36.75,3964F1,TVF32PR,"1014,2",0.703,"-168,574",232.0,"0,094",232.0,-168.398438,215.0,0.348,3424.0,3488,493,232.76,191.4038,"No alert, no SPI, aircraft airbone",TVF32PR,41.21093389,2.04440071,3424.0,15.889314623770638,5.747491311120292
CAT048,20,129,06:45:39:750,41.20676188,2.04330778,1196.34554266464,3925.01831019586,6.261719,205.285034,1000.0,39.25,3964F1,TVF32PR,"1014,2",,,,,,-168.75,213.0,0.344,3584.0,3776,493,232.1,191.6949,"No alert, no SPI, aircraft airbone",TVF32PR,41.20676188,2.04330778,3584.0,15.840974572138858,5.496884155158158
CAT048,20,129,06:45:43:742,41.20255444,2.04212172,1264.92630132847,4150.02080645048,6.515625,204.763184,1000.0,41.5,3964F1,TVF32PR,"1014,2",,,,,,-168.222656,213.0,0.348,3552.0,3424,493,232.1,191.9366,"No alert, no SPI, aircraft airbone",TVF32PR,41.20255444,2.04212172,3552.0,15.788431085359093,5.244134190031241
CAT048,20,129,06:45:47:688,41.28992228,2.09664549,9.47760418057442e-05,0.0003109450289979,0.691406,200.742188,6311.0,0.0,346111,VLG21PG,1015,-0.527,"-114,258",96.0,"-0,156",106.0,-114.609375,103.0,0.156,-32.0,64,1094,89.98,247.5,"No alert, no SPI, aircraft airbone",VLG21PG,41.28992228,2.09664549,-32.0,18.22630771598872,10.498692483708306
CAT048,20,129,06:45:47:734,41.19832126,2.04082823,1333.50708585978,4375.02338757219,6.773438,204.312744,1000.0,43.75,3964F1,TVF32PR,"1014,2",,,,,,-163.652344,213.0,0.348,3520.0,3392,493,232.76,194.6887,"No alert, no SPI, aircraft airbone",TVF32PR,41.19832126,2.04082823,3520.0,15.731035124208296,4.989820604993829
CAT048,20,129,06:45:51:727,41.19437853,2.03871794,1409.70768899843,4625.02537437361,7.03125,204.230347,1000.0,46.25,3964F1,TVF32PR,"1014,2",21.445,"-158,906",234.0,"1,844",232.0,-155.917969,212.0,0.348,3616.0,3552,493,233.86,201.0718,"No alert, no SPI, aircraft airbone",TVF32PR,41.19437853,2.03871794,3616.0,15.636671696426804,4.7527940975575005
CAT048,20,129,06:45:51:758,41.28907067,2.09409465,6.88815489411354e-05,0.000225989341028,0.785156,207.312012,6311.0,0.0,346111,VLG21PG,1015,,,,,,-114.609375,119.0,0.18,64.0,64,1094,108.68,245.5554,"No alert, no SPI, aircraft airbone",VLG21PG,41.28907067,2.09409465,64.0,18.111504454645555,10.447045174059998
CAT048,20,129,06:45:55:727,41.19052633,2.03610773,1478.28819961287,4850.02705681789,7.292969,204.334717,1000.0,48.5,3964F1,TVF32PR,"1014,2",,,,,,-149.414062,211.0,0.348,3616.0,3488,493,234.52,207.9822,"No alert, no SPI, aircraft airbone",TVF32PR,41.19052633,2.03610773,3616.0,15.519695303145696,4.521114413523881
CAT048,20,129,06:45:55:820,41.28803831,2.09112868,1.89691781997681e-05,6.22348386049271e-05,0.90625,213.063354,6311.0,0.0,346111,VLG21PG,1015,,,,,,-114.257812,135.0,0.204,96.0,64,1094,130.68,245.5884,"No alert, no SPI, aircraft airbone",VLG21PG,41.28803831,2.09112868,96.0,17.97802564428808,10.384466593314468
CAT048,20,129,06:45:59:719,41.18681027,2.03331253,1546.86865339335,5075.02855279904,7.550781,204.515991,1000.0,50.75,3964F1,TVF32PR,"1014,2",,,,,,-143.085938,210.0,0.348,3520.0,3296,493,235.4,214.4312,"No alert, no SPI, aircraft airbone",TVF32PR,41.18681027,2.03331253,3520.0,15.394317053207978,4.297576788729949
CAT048,20,129,06:45:59:867,41.28691056,2.08787108,-6.19124621152878e-05,-0.0002031248822063,1.046875,217.809448,6311.0,-0.25,346111,VLG21PG,1015,,,,,,-113.378906,150.0,0.228,-864.0,128,1094,146.08,245.7147,"No alert, no SPI, aircraft airbone",VLG21PG,41.28691056,2.08787108,-864.0,17.83141593472173,10.316107359901993
CAT048,20,129,06:46:03:719,41.18347323,2.02964312,1615.44883344974,5300.02915073526,7.804688,205.021362,1000.0,53.0,3964F1,TVF32PR,"1014,2",,,,,,-136.230469,211.0,0.348,3104.0,2816,493,237.16,220.545,"No alert, no SPI, aircraft airbone",TVF32PR,41.18347323,2.02964312,3104.0,15.229346275094914,4.096639238632643
CAT048,20,129,06:46:03:906,41.28566951,2.08431413,-0.0001808470115065,-0.0005933301092311,1.207031,221.682129,6311.0,0.0,346111,VLG21PG,1015,-0.703,"-114,258",160.0,"1,094",160.0,-111.09375,158.0,0.24,1600.0,1152,1094,159.06,245.8521,"No alert, no SPI, aircraft airbone",VLG21PG,41.28566951,2.08431413,1600.0,17.671330657287275,10.240892405749408
CAT048,20,129,06:46:07:727,41.18064099,2.02496495,1668.78863798082,5475.02851503299,8.050781,205.883789,1000.0,54.75,3964F1,TVF32PR,"1013,2",25.664,"-132,188",240.0,"1,875",236.0,-128.496094,213.0,0.356,2400.0,2176,493,240.9,227.6917,"No alert, no SPI, aircraft airbone",TVF32PR,41.18064099,2.02496495,2400.0,15.018672816185425,3.9258329707862556
CAT048,20,129,06:46:07:938,41.28449531,2.08067743,53.3396605607122,174.998891954007,1.371094,224.862671,6311.0,1.75,346111,VLG21PG,1015,,,,,,-111.796875,159.0,0.24,2624.0,2912,1094,161.7,245.495,"No alert, no SPI, aircraft airbone",VLG21PG,41.28449531,2.08067743,2624.0,17.507624452309667,10.169680354693602
CAT048,20,129,06:46:11:727,41.17781593,2.02050015,1706.88844688237,5600.02789206955,8.292969,206.636353,1000.0,56.0,3964F1,TVF32PR,"1013,2",,,,,,-119.707031,217.0,0.364,1952.0,1376,493,246.18,235.5963,"No alert, no SPI, aircraft airbone",TVF32PR,41.17781593,2.02050015,1952.0,14.817618628718368,3.7555052849350177
CAT048,20,129,06:46:11:953,41.283257,2.07711796,106.679475801997,349.998291390223,1.539062,227.164307,6311.0,3.5,346111,VLG21PG,1015,,,,,,-111.445312,156.0,0.236,2688.0,2784,1094,158.18,245.7037,"No alert, no SPI, aircraft airbone",VLG21PG,41.283257,2.07711796,2688.0,17.347412670375956,10.094642608857464
CAT048,20,129,06:46:15:734,41.17588933,2.01490043,1729.74767140765,5675.02535026107,8.511719,207.822876,1000.0,56.75,3964F1,TVF32PR,"1013,2",,,,,,-109.335938,224.0,0.376,1280.0,1248,493,254.32,244.3414,"No alert, no SPI, aircraft airbone",TVF32PR,41.17588933,2.01490043,1280.0,14.565074056681663,3.638924174368806
CAT048,20,129,06:46:15:969,41.28207091,2.07356307,152.39925677795,499.997577607368,1.707031,229.086914,6311.0,5.0,346111,VLG21PG,1015,,,,,,-114.257812,153.0,0.232,2592.0,2464,1094,156.42,246.2201,"No alert, no SPI, aircraft airbone",VLG21PG,41.28207091,2.07356307,2592.0,17.1873876374388,10.022746626999847
CAT048,20,129,06:46:19:742,41.17452404,2.00885344,1760.22652873863,5775.02160454683,8.714844,209.174194,1000.0,57.75,3964F1,TVF32PR,"1013,2",,,,,,-100.019531,229.0,0.384,1568.0,1376,493,260.48,253.9325,"No alert, no SPI, aircraft airbone",TVF32PR,41.17452404,2.00885344,1568.0,14.292185149039085,3.5559762125309473
CAT048,20,129,06:46:19:977,41.280822,2.07002133,205.739009345882,674.996771422342,1.878906,230.564575,6311.0,6.75,346111,VLG21PG,1015,-22.676,"-116,719",158.0,"-2,531",158.0,-121.816406,153.0,0.236,2368.0,2400,1094,157.96,243.2703,"No alert, no SPI, aircraft airbone",VLG21PG,41.280822,2.07002133,2368.0,17.027966264517172,9.947089246157216
CAT048,20,129,06:46:23:758,41.17395212,2.00243948,1798.32494310569,5900.01640633887,8.890625,210.71228,1000.0,59.0,3964F1,TVF32PR,"1013,2",27.773,"-96,68",266.0,"2,5",260.0,-89.472656,233.0,0.392,2112.0,2080,493,265.98,263.2983,"No alert, no SPI, aircraft airbone",TVF32PR,41.17395212,2.00243948,2112.0,14.002535944563801,3.5206069888305973
CAT048,20,129,06:46:23:977,41.27907993,2.0669215,251.458799202926,824.996086776929,2.054688,230.800781,6311.0,8.25,346111,VLG21PG,1015,,,,,,-135.527344,155.0,0.24,2336.0,2496,1094,158.4,233.9978,"No alert, no SPI, aircraft airbone",VLG21PG,41.27907993,2.0669215,2336.0,16.888598858890123,9.841924151790174
CAT048,20,129,06:46:27:961,41.27679289,2.06443049,304.798664878123,999.995651678739,2.230469,229.899902,6311.0,10.0,346111,VLG21PG,1015,,,,,,-146.777344,156.0,0.24,2080.0,2048,1094,157.52,220.8746,"No alert, no SPI, aircraft airbone",VLG21PG,41.27679289,2.06443049,2080.0,16.776826056325394,9.704171709354425
CAT048,20,129,06:46:31:938,41.27424592,2.06234755,335.278587668203,1099.99540156535,2.402344,228.55957,6311.0,11.0,346111,VLG21PG,1015,,,,,,-158.554688,161.0,0.248,1536.0,1408,1094,161.92,210.0476,"No alert, no SPI, aircraft airbone",VLG21PG,41.27424592,2.06234755,1536.0,16.683519431432448,9.550899439518181
CAT048,20,129,06:46:35:914,41.27124178,2.06134416,365.75867140945,1199.99567950698,2.558594,226.203003,6311.0,12.0,346111,VLG21PG,1015,-22.5,"-162,07",166.0,"-2,656",172.0,-169.980469,166.0,0.256,1600.0,1504,1094,166.98,197.7814,"No alert, no SPI, aircraft airbone",VLG21PG,41.27124178,2.06134416,1600.0,16.6390215819927,9.37039579623968
CAT048,20,129,06:46:39:883,41.26816181,2.0604421,396.238791444339,1299.99607652224,2.71875,223.983765,6311.0,13.0,346111,VLG21PG,1015,,,,,,-174.726562,169.0,0.264,1728.0,1728,1094,172.04,188.3606,"No alert, no SPI, aircraft airbone",VLG21PG,41.26816181,2.0604421,1728.0,16.599110156683142,9.18536062091675
CAT048,20,129,06:46:43:844,41.26501056,2.06016673,434.339012692682,1424.99680640266,2.867188,221.533813,6311.0,14.25,346111,VLG21PG,1015,,,,,,-175.605469,173.0,0.268,1792.0,1600,1094,176.66,184.8669,"No alert, no SPI, aircraft airbone",VLG21PG,41.26501056,2.06016673,1792.0,16.587486541305974,8.996166961537913
CAT048,20,129,06:46:47:820,41.26163346,2.05986453,464.819274820387,1524.99766960172,3.03125,219.182739,6311.0,15.25,346111,VLG21PG,1015,,,,,,-176.660156,177.0,0.276,1568.0,1504,1094,181.5,183.1586,"No alert, no SPI, aircraft airbone",VLG21PG,41.26163346,2.05986453,1568.0,16.574708425759486,8.79341250289854
CAT048,20,129,06:46:51:789,41.25824533,2.05974958,495.299587356858,1624.99869818387,3.195312,216.947021,6311.0,16.25,346111,VLG21PG,1015,-2.461,"-178,066",186.0,"-0,25",190.0,-177.714844,182.0,0.284,1504.0,1472,1094,187.22,181.8347,"No alert, no SPI, aircraft airbone",VLG21PG,41.25824533,2.05974958,1504.0,16.570380473065185,8.590031725847286
CAT048,20,129,06:46:55:766,41.2546376,2.05961573,525.779948651791,1724.99988673474,3.375,214.815674,6311.0,17.25,346111,VLG21PG,1015,,,,,,-178.242188,186.0,0.288,1472.0,1472,1094,192.28,181.192,"No alert, no SPI, aircraft airbone",VLG21PG,41.2546376,2.05961573,1472.0,16.565254745017352,8.373466765584157
CAT048,20,129,06:46:59:734,41.25100708,2.05953946,556.260350402445,1825.00120801436,3.558594,212.854614,6311.0,18.25,346111,VLG21PG,1015,,,,,,-178.59375,190.0,0.296,1440.0,1440,1094,198.22,180.8679,"No alert, no SPI, aircraft airbone",VLG21PG,41.25100708,2.05953946,1440.0,16.562732410692586,8.155544911472084
CAT048,20,129,06:47:03:711,41.24728628,2.0594867,586.740797661245,1925.00267859892,3.75,211.030884,6311.0,19.25,346111,VLG21PG,1015,,,,,,-178.945312,194.0,0.304,1472.0,1376,1094,203.06,180.8459,"No alert, no SPI, aircraft airbone",VLG21PG,41.24728628,2.0594867,1472.0,16.561293472359147,7.932208857645227
CAT048,20,129,06:47:07:688,41.24342423,2.05939093,617.221291698515,2025.00430265616,3.953125,209.349976,6311.0,20.25,346111,VLG21PG,1015,0.0,"-178,945",210.0,0,212.0,-178.59375,200.0,0.312,1440.0,1248,1094,209.22,181.0931,"No alert, no SPI, aircraft airbone",VLG21PG,41.24342423,2.05939093,1440.0,16.557948906001577,7.700386676355686
CAT048,20,129,06:47:11:664,41.23941624,2.05923419,640.081834880635,2100.00608714978,4.167969,207.81189,6311.0,21.0,346111,VLG21PG,1015,,,,,,-177.714844,205.0,0.32,1472.0,1536,1094,216.26,181.3239,"No alert, no SPI, aircraft airbone",VLG21PG,41.23941624,2.05923419,1472.0,16.551888925316213,7.4597934604696405
CAT048,20,129,06:47:15:641,41.23537929,2.05912725,678.18242673669,2225.0080329348,4.386719,206.38916,6311.0,22.25,346111,VLG21PG,1015,,,,,,-177.1875,210.0,0.328,2016.0,2144,1094,221.32,181.8127,"No alert, no SPI, aircraft airbone",VLG21PG,41.23537929,2.05912725,2016.0,16.548083143734967,7.217471536060713
CAT048,20,129,06:47:19:625,41.2312097,2.05894572,731.523070004769,2400.01014899445,4.617188,205.098267,6311.0,24.0,346111,VLG21PG,1015,,,,,,-176.835938,212.0,0.336,2720.0,2720,1094,224.4,182.0435,"No alert, no SPI, aircraft airbone",VLG21PG,41.2312097,2.05894572,2720.0,16.540943326701033,6.967174277864448
CAT048,20,129,06:47:23:602,41.22706842,2.0587961,784.863753545098,2575.0123971809,4.847656,203.922729,6311.0,25.75,346111,VLG21PG,1015,-0.703,"-177,891",226.0,"-0,094",226.0,-177.1875,211.0,0.336,2880.0,2880,1094,226.38,182.027,"No alert, no SPI, aircraft airbone",VLG21PG,41.22706842,2.0587961,2880.0,16.535235751223492,6.7185823084196254
CAT048,20,129,06:47:27:594,41.22289664,2.05864617,845.824483446777,2775.01479827152,5.082031,202.846069,6311.0,27.75,346111,VLG21PG,1015,,,,,,-177.363281,212.0,0.336,2720.0,2784,1094,227.26,182.016,"No alert, no SPI, aircraft airbone",VLG21PG,41.22289664,2.05864617,2720.0,16.52952098391526,6.468159669019372
CAT048,20,129,06:47:31:570,41.21868651,2.05846697,899.165258585475,2950.01734697757,5.320312,201.868286,6311.0,29.5,346111,VLG21PG,1015,,,,,,-177.363281,213.0,0.34,2592.0,2720,1094,229.24,181.9995,"No alert, no SPI, aircraft airbone",VLG21PG,41.21868651,2.05846697,2592.0,16.522493514071105,6.215429697557375
CAT048,20,129,06:47:35:563,41.21438192,2.05821805,952.50608654134,3125.02006896829,5.566406,200.983887,6311.0,31.25,346111,VLG21PG,1015,,,,,,-177.714844,214.0,0.34,2848.0,2784,1094,231.22,181.983,"No alert, no SPI, aircraft airbone",VLG21PG,41.21438192,2.05821805,2848.0,16.512340876005897,5.95701695335056
CAT048,20,129,06:47:39:547,41.21007848,2.05804322,1005.84696755372,3300.02296502895,5.8125,200.143433,6311.0,33.0,346111,VLG21PG,1015,-0.703,"-178,066",234.0,"-0,062",232.0,-178.066406,215.0,0.344,2304.0,2144,1094,233.42,181.9611,"No alert, no SPI, aircraft airbone",VLG21PG,41.21007848,2.05804322,2304.0,16.505531860245046,5.698687326646831
CAT048,20,129,06:47:43:531,41.2055947,2.0577904,1043.94792353921,3425.02610546437,6.070312,199.368896,6311.0,34.25,346111,VLG21PG,1015,,,,,,-178.242188,219.0,0.352,1792.0,1600,1094,239.36,181.9171,"No alert, no SPI, aircraft airbone",VLG21PG,41.2055947,2.0577904,1792.0,16.495245413212718,5.429518776840171
CAT048,20,129,06:47:47:516,41.20110976,2.05758665,1074.4289338449,3525.02942331571,6.328125,198.638306,6311.0,35.25,346111,VLG21PG,1015,,,,,,-178.417969,225.0,0.364,1600.0,1504,1094,245.3,181.8677,"No alert, no SPI, aircraft airbone",VLG21PG,41.20110976,2.05758665,1600.0,16.48717363905589,5.160289942373415
CAT048,20,129,06:47:51:500,41.1965601,2.05743484,1104.91001469269,3625.03297260438,6.589844,197.935181,6311.0,36.25,346111,VLG21PG,1015,,,,,,-178.769531,231.0,0.372,1632.0,1568,1094,249.26,181.8347,"No alert, no SPI, aircraft airbone",VLG21PG,41.1965601,2.05743484,1632.0,16.481462601438057,4.887186421321415
CAT048,20,129,06:47:55:484,41.19177526,2.05721387,1143.01119694766,3750.03685539375,6.867188,197.276001,6311.0,37.5,346111,VLG21PG,1015,0.0,"-178,242",256.0,"-0,031",256.0,-179.121094,236.0,0.38,1568.0,1632,1094,256.3,181.7853,"No alert, no SPI, aircraft airbone",VLG21PG,41.19177526,2.05721387,1568.0,16.47268599959206,4.599954120700992
CAT048,20,129,06:47:59:477,41.18699365,2.05701527,1173.49243585113,3850.04092323784,7.144531,196.660767,6311.0,38.5,346111,VLG21PG,1015,,,,,,-178.066406,240.0,0.388,1728.0,1696,1094,261.36,182.4115,"No alert, no SPI, aircraft airbone",VLG21PG,41.18699365,2.05701527,1728.0,16.464917514758508,4.3129199565121015
CAT048,20,129,06:48:03:469,41.18200374,2.05661332,1211.5937619023,3975.04527779955,7.4375,196.133423,6311.0,39.75,346111,VLG21PG,1015,,,,,,-172.96875,244.0,0.396,1824.0,1888,1094,266.2,184.7406,"No alert, no SPI, aircraft airbone",VLG21PG,41.18200374,2.05661332,1824.0,16.448014035213387,4.013345046659053
CAT048,20,129,06:48:07:461,41.17707268,2.05566254,1249.69505792297,4100.04953383601,7.734375,195.831299,6311.0,41.0,346111,VLG21PG,1015,,,,,,-166.640625,248.0,0.404,2112.0,2304,1094,270.82,191.7224,"No alert, no SPI, aircraft airbone",VLG21PG,41.17707268,2.05566254,2112.0,16.406298787655434,3.71719897784998
CAT048,20,129,06:48:11:461,41.1722378,2.05369332,1303.03624175768,4275.05342340828,8.039062,195.880737,6311.0,42.75,346111,VLG21PG,1015,21.621,"-161,719",274.0,"1,625",272.0,-159.785156,249.0,0.408,2592.0,2720,1094,274.12,198.2977,"No alert, no SPI, aircraft airbone",VLG21PG,41.1722378,2.05369332,2592.0,16.318540112810123,3.4266350738020646
CAT048,20,129,06:48:15:453,41.16748181,2.05104695,1356.37734809611,4450.05705872764,8.347656,196.138916,6311.0,44.5,346111,VLG21PG,1015,,,,,,-155.390625,250.0,0.408,3008.0,3104,1094,276.1,203.9612,"No alert, no SPI, aircraft airbone",VLG21PG,41.16748181,2.05104695,3008.0,16.200153014063353,3.1406821375098173
CAT048,20,129,06:48:19:453,41.16303458,2.04800162,1424.95832645427,4675.06027576424,8.644531,196.528931,6311.0,46.75,346111,VLG21PG,1015,,,,,,-154.335938,250.0,0.412,3232.0,3200,1094,276.54,206.1914,"No alert, no SPI, aircraft airbone",VLG21PG,41.16303458,2.04800162,3232.0,16.063645316366653,2.873191246389028
CAT048,20,129,06:48:19:555,41.28922357,2.09465396,7.69076868891716e-05,0.0002523218154534,0.765625,205.944214,6364.0,-0.25,345218,AEA38LZ,1014,-0.527,"-114,434",108.0,"0,062",114.0,-113.730469,112.0,0.168,384.0,32,1026,107.8,245.3357,"No alert, no SPI, aircraft airbone",AEA38LZ,41.28922357,2.09465396,384.0,18.136686439678627,10.456338927085781
CAT048,20,129,06:48:23:453,41.15842759,2.04476058,1485.91934816819,4875.06363424411,8.953125,196.929932,6311.0,48.75,346111,VLG21PG,1015,,,,,,-153.984375,250.0,0.412,3008.0,3168,1094,277.42,207.0264,"No alert, no SPI, aircraft airbone",VLG21PG,41.15842759,2.04476058,3008.0,15.918313702540548,2.5960804282452328
CAT048,20,129,06:48:23:617,41.28829602,2.0918798,3.3840537071228e-05,0.0001110253876447,0.875,211.750488,6364.0,-0.25,345218,AEA38LZ,1014,,,,,,-113.378906,124.0,0.188,128.0,32,1026,123.2,245.517,"No alert, no SPI, aircraft airbone",AEA38LZ,41.28829602,2.0918798,128.0,18.01183004614856,10.400089997010435
CAT048,20,129,06:48:27:445,41.15388894,2.041551,1546.88037250657,5075.06700133444,9.257812,197.303467,6311.0,50.75,346111,VLG21PG,1015,-0.527,"-152,754",278.0,"-0,156",276.0,-153.984375,250.0,0.412,3040.0,3136,1094,278.08,207.2076,"No alert, no SPI, aircraft airbone",VLG21PG,41.15388894,2.041551,3040.0,15.774366766174188,2.323082566294368
CAT048,20,129,06:48:27:664,41.28720048,2.08879363,-3.5320408642292e-05,-0.0001158806094899,1.007812,216.540527,6364.0,-0.25,345218,AEA38LZ,1014,,,,,,-113.90625,140.0,0.208,256.0,32,1026,137.5,245.484,"No alert, no SPI, aircraft airbone",AEA38LZ,41.28720048,2.08879363,256.0,17.872944271473738,10.333697990170062
CAT048,20,129,06:48:31:445,41.14928745,2.03837201,1615.46144523937,5300.07052799914,9.566406,197.63855,6311.0,53.0,346111,VLG21PG,1015,,,,,,-153.984375,249.0,0.412,3104.0,3104,1094,279.4,207.2955,"No alert, no SPI, aircraft airbone",VLG21PG,41.14928745,2.03837201,3104.0,15.631797204762414,2.0463238042012053
CAT048,20,129,06:48:31:703,41.28603377,2.08546892,-0.0001373616978526,-0.0004506617527827,1.15625,220.46814,6364.0,-0.25,345218,AEA38LZ,1014,,,,,,-113.730469,150.0,0.228,1056.0,192,1026,150.48,245.6488,"No alert, no SPI, aircraft airbone",AEA38LZ,41.28603377,2.08546892,1056.0,17.72331467248195,10.26299060342635
CAT048,20,129,06:48:34:398,41.25121053,2.3684023,1828.70220142417,5999.67933052046,12.449219,103.74939,6374.0,60.0,3E1DCB,DICMD,"1014,9",,,,,,40.429688,218.0,0.368,-640.0,NV,1422,239.14,40.7538,"No alert, no SPI, aircraft airbone",DICMD,41.25121053,2.3684023,-640.0,30.500168286107918,8.251284684849653
CAT048,20,129,06:48:35:445,41.14468395,2.03519693,1676.42254163325,5500.07413149203,9.875,197.95166,6311.0,55.0,346111,VLG21PG,1015,,,,,,-154.160156,250.0,0.416,3040.0,3040,1094,279.84,207.0209,"No alert, no SPI, aircraft airbone",VLG21PG,41.14468395,2.03519693,3040.0,15.489384627134296,1.769450317875919
CAT048,20,129,06:48:35:727,41.28482131,2.0819652,7.61972399335355,24.999095266354,1.316406,223.665161,6364.0,0.25,345218,AEA38LZ,1014,-0.879,"-115,488",160.0,"-0,156",162.0,-113.90625,158.0,0.24,1344.0,1536,1026,160.6,244.5502,"No alert, no SPI, aircraft airbone",AEA38LZ,41.28482131,2.0819652,1344.0,17.565618279084696,10.189506823557185
CAT048,20,129,06:48:38:383,41.25454179,2.37221872,1821.07892364915,5974.66857586509,12.570312,102.672729,6374.0,59.75,3E1DCB,DICMD,"1014,9",,,,,,40.429688,217.0,0.364,-320.0,NV,1422,238.48,40.9131,"No alert, no SPI, aircraft airbone",DICMD,41.25454179,2.37221872,-320.0,30.67082220980199,8.452570194060543
CAT048,20,129,06:48:39:445,41.14001484,2.0320288,1737.38368684053,5700.0778951339,10.1875,198.237305,6311.0,57.0,346111,VLG21PG,1015,,,,,,-154.335938,249.0,0.416,3040.0,3008,1094,281.16,207.1088,"No alert, no SPI, aircraft airbone",VLG21PG,41.14001484,2.0320288,3040.0,15.347281351497616,1.4886452928832083
CAT048,20,129,06:48:39:766,41.2836597,2.07813868,45.7195301735774,149.99846337468,1.488281,226.636963,6364.0,1.5,345218,AEA38LZ,1014,,,,,,-114.257812,158.0,0.24,1824.0,1856,1026,161.48,243.9075,"No alert, no SPI, aircraft airbone",AEA38LZ,41.2836597,2.07813868,1824.0,17.393343245554018,10.11901689584022
CAT048,20,129,06:48:42:367,41.25786478,2.37593499,1813.45570984576,5949.65803109036,12.691406,101.623535,6374.0,59.5,3E1DCB,DICMD,"1014,9",,,,,,40.429688,217.0,0.364,-128.0,NV,1422,238.48,40.9131,"No alert, no SPI, aircraft airbone",DICMD,41.25786478,2.37593499,-128.0,30.836943613337656,8.653331355020551
CAT048,20,129,06:48:43:445,41.13542259,2.02884634,1798.34482270759,5900.08162813196,10.496094,198.517456,6311.0,59.0,346111,VLG21PG,1015,-0.352,"-153,105",282.0,"-0,156",278.0,-154.335938,249.0,0.42,3040.0,2976,1094,282.04,207.0154,"No alert, no SPI, aircraft airbone",VLG21PG,41.13542259,2.02884634,3040.0,15.204492030650098,1.2124561600509633
CAT048,20,129,06:48:43:773,41.28220137,2.07476122,83.8193459017202,274.9978628082,1.660156,228.065186,6364.0,2.75,345218,AEA38LZ,1014,,,,,,-115.664062,161.0,0.244,2304.0,2368,1026,163.68,243.1165,"No alert, no SPI, aircraft airbone",AEA38LZ,41.28220137,2.07476122,2304.0,17.241394602888505,10.030814078824797
CAT048,20,129,06:48:46:352,41.26117911,2.37981276,1813.45235683024,5949.64703038292,12.824219,100.59082,6374.0,59.5,3E1DCB,DICMD,"1014,9",-0.879,"40,781",238.0,NV,240.0,40.429688,217.0,0.364,-64.0,NV,1422,238.48,40.9131,"No alert, no SPI, aircraft airbone",DICMD,41.26117911,2.37981276,-64.0,31.01033858361273,8.853637424591252
CAT048,20,129,06:48:47:781,41.28079174,2.07113776,137.15911048837,449.997096054664,1.839844,229.520874,6364.0,4.5,345218,AEA38LZ,1014,,,,,,-117.070312,161.0,0.244,2400.0,2464,1026,163.24,242.6495,"No alert, no SPI, aircraft airbone",AEA38LZ,41.28079174,2.07113776,2400.0,17.07833061124642,9.945491878733854
CAT048,20,129,06:48:50:336,41.26450349,2.38360186,1813.44905750453,5949.63620582318,12.957031,99.580078,6374.0,59.5,3E1DCB,DICMD,"1014,9",,,,,,40.605469,217.0,0.364,-32.0,NV,1422,237.82,40.7318,"No alert, no SPI, aircraft airbone",DICMD,41.26450349,2.38360186,-32.0,31.1797105373228,9.05452268366263
CAT048,20,129,06:48:51:789,41.27933505,2.06748492,182.878841989674,599.996219953401,2.023438,230.679932,6364.0,6.0,345218,AEA38LZ,1014,-7.031,"-117,598",164.0,"-0,812",164.0,-119.003906,159.0,0.244,2048.0,2080,1026,163.24,242.6495,"No alert, no SPI, aircraft airbone",AEA38LZ,41.27933505,2.06748492,2048.0,16.913946520763073,9.857346177927397
